"id","status_group"
28860,"functional needs repair"
54933,"functional needs repair"
65542,"functional needs repair"
71558,"functional needs repair"
13460,"non functional"
14930,"functional"
39638,"functional needs repair"
36870,"functional needs repair"
58165,"non functional"
33448,"non functional"
73680,"non functional"
14750,"functional needs repair"
28637,"non functional"
67510,"functional needs repair"
36900,"functional needs repair"
28817,"functional needs repair"
29579,"functional"
66052,"functional needs repair"
67084,"functional needs repair"
27055,"functional"
43822,"functional needs repair"
63643,"functional"
35755,"functional"
22463,"functional"
62338,"non functional"
12912,"functional needs repair"
9263,"non functional"
37864,"functional needs repair"
49866,"functional needs repair"
38448,"non functional"
5197,"functional needs repair"
35791,"functional needs repair"
30116,"non functional"
9003,"functional needs repair"
57785,"functional needs repair"
58440,"functional"
12069,"non functional"
71238,"functional needs repair"
67532,"functional needs repair"
45521,"functional needs repair"
12311,"functional needs repair"
1724,"functional needs repair"
71065,"functional needs repair"
58386,"functional needs repair"
63208,"functional needs repair"
36384,"non functional"
1512,"non functional"
5326,"non functional"
12884,"functional needs repair"
44202,"functional needs repair"
15004,"non functional"
1832,"functional needs repair"
66485,"functional needs repair"
17447,"functional needs repair"
26268,"functional needs repair"
6030,"functional needs repair"
71768,"functional needs repair"
19175,"functional needs repair"
3936,"functional"
44056,"functional needs repair"
65414,"functional needs repair"
17562,"functional needs repair"
18976,"functional needs repair"
71332,"functional needs repair"
37756,"non functional"
13423,"functional"
27062,"functional needs repair"
13306,"functional needs repair"
72344,"functional needs repair"
50638,"functional needs repair"
40548,"non functional"
24486,"functional needs repair"
23351,"functional needs repair"
29970,"functional needs repair"
56768,"functional needs repair"
62006,"non functional"
23627,"non functional"
3990,"functional needs repair"
36816,"functional needs repair"
37367,"non functional"
69640,"functional needs repair"
19420,"functional needs repair"
74218,"functional needs repair"
20454,"functional"
23589,"functional needs repair"
11742,"functional needs repair"
2978,"functional needs repair"
26668,"non functional"
66767,"functional needs repair"
30832,"functional needs repair"
36463,"functional needs repair"
12076,"functional needs repair"
31574,"functional needs repair"
12471,"functional needs repair"
25171,"functional needs repair"
54875,"non functional"
51475,"functional needs repair"
70680,"functional needs repair"
14230,"functional needs repair"
62315,"functional needs repair"
48802,"non functional"
37452,"functional needs repair"
29076,"functional needs repair"
7608,"non functional"
17480,"functional"
34529,"functional needs repair"
4560,"functional needs repair"
70820,"functional"
45010,"functional needs repair"
39636,"functional needs repair"
39440,"functional"
53389,"non functional"
24337,"functional needs repair"
46136,"functional needs repair"
44059,"functional needs repair"
15385,"functional needs repair"
3492,"functional needs repair"
3517,"functional"
14608,"non functional"
73831,"functional needs repair"
4033,"functional needs repair"
38690,"functional needs repair"
44933,"functional needs repair"
48847,"functional needs repair"
3724,"non functional"
6655,"functional needs repair"
2540,"non functional"
38557,"functional"
69447,"functional needs repair"
25195,"functional needs repair"
69193,"functional needs repair"
50036,"functional needs repair"
59105,"non functional"
72744,"functional needs repair"
40423,"functional needs repair"
1265,"functional"
54950,"non functional"
10683,"functional needs repair"
48758,"functional needs repair"
48213,"functional needs repair"
73119,"functional needs repair"
38419,"non functional"
58281,"functional needs repair"
54170,"functional needs repair"
13103,"functional needs repair"
7695,"functional needs repair"
26859,"functional needs repair"
16197,"functional needs repair"
46654,"non functional"
46033,"functional needs repair"
69338,"functional needs repair"
24076,"functional"
60671,"functional needs repair"
65823,"functional needs repair"
41610,"functional needs repair"
62955,"functional"
39290,"non functional"
60234,"functional needs repair"
29132,"functional needs repair"
47696,"functional needs repair"
12779,"functional needs repair"
65903,"functional needs repair"
58035,"functional needs repair"
70100,"functional needs repair"
54936,"functional needs repair"
43073,"non functional"
61876,"non functional"
60317,"functional needs repair"
33653,"functional needs repair"
42389,"functional needs repair"
24769,"functional needs repair"
40854,"functional needs repair"
1714,"non functional"
27708,"functional needs repair"
41753,"non functional"
65273,"functional needs repair"
13488,"functional needs repair"
55654,"non functional"
2939,"non functional"
70353,"functional needs repair"
799,"functional needs repair"
2493,"functional needs repair"
14850,"functional"
17235,"functional needs repair"
69626,"functional needs repair"
24256,"functional needs repair"
35505,"functional"
63395,"functional needs repair"
46971,"functional needs repair"
4422,"functional needs repair"
45199,"functional needs repair"
24104,"functional needs repair"
37598,"functional needs repair"
29507,"functional"
19752,"functional needs repair"
50424,"functional needs repair"
69426,"non functional"
46486,"non functional"
52356,"functional needs repair"
44877,"functional needs repair"
9857,"non functional"
55808,"functional needs repair"
32347,"functional"
22350,"non functional"
23139,"non functional"
68301,"functional needs repair"
8480,"functional needs repair"
30759,"functional needs repair"
14760,"functional needs repair"
30079,"functional needs repair"
56176,"functional needs repair"
21422,"functional needs repair"
53075,"functional needs repair"
13785,"functional needs repair"
27588,"functional needs repair"
37540,"non functional"
10876,"functional needs repair"
21129,"functional"
18305,"non functional"
24716,"non functional"
28634,"non functional"
56639,"functional needs repair"
12863,"functional needs repair"
13347,"functional needs repair"
23443,"functional needs repair"
9922,"functional needs repair"
1712,"functional needs repair"
24463,"non functional"
56329,"non functional"
90,"functional needs repair"
37085,"functional needs repair"
64035,"functional needs repair"
46817,"functional needs repair"
44622,"functional needs repair"
66165,"non functional"
67100,"functional needs repair"
11305,"functional needs repair"
31722,"non functional"
39493,"functional needs repair"
38574,"functional needs repair"
62742,"functional needs repair"
11709,"functional needs repair"
34902,"functional needs repair"
18861,"non functional"
71735,"functional needs repair"
38399,"functional needs repair"
12378,"functional"
25889,"non functional"
30615,"functional needs repair"
40822,"non functional"
57971,"functional needs repair"
72663,"non functional"
1005,"functional needs repair"
62019,"functional"
25482,"functional needs repair"
56928,"functional needs repair"
68252,"functional"
63578,"functional needs repair"
42879,"functional needs repair"
61919,"functional needs repair"
51846,"functional needs repair"
1313,"functional needs repair"
74209,"functional"
24153,"functional"
64834,"non functional"
25681,"functional needs repair"
9028,"functional needs repair"
9555,"functional"
22192,"functional needs repair"
6080,"non functional"
19760,"functional"
11589,"functional needs repair"
53679,"functional needs repair"
38562,"non functional"
58660,"functional needs repair"
13251,"non functional"
69841,"functional needs repair"
3951,"functional needs repair"
55977,"functional needs repair"
71323,"functional"
8017,"functional needs repair"
68061,"non functional"
73093,"functional needs repair"
19366,"functional needs repair"
13186,"functional needs repair"
8629,"non functional"
22555,"functional needs repair"
56729,"functional needs repair"
60115,"functional needs repair"
50647,"non functional"
25323,"functional needs repair"
2005,"functional needs repair"
32590,"functional needs repair"
55888,"non functional"
31894,"functional needs repair"
8341,"functional"
71668,"functional needs repair"
4461,"functional needs repair"
55536,"non functional"
49233,"functional needs repair"
36262,"functional needs repair"
53150,"functional"
12816,"functional needs repair"
47244,"functional needs repair"
37620,"functional needs repair"
46446,"non functional"
36994,"functional needs repair"
2387,"functional needs repair"
29562,"functional"
11172,"functional needs repair"
37239,"functional needs repair"
33981,"non functional"
62693,"functional needs repair"
14386,"functional needs repair"
6162,"non functional"
52573,"functional needs repair"
8414,"non functional"
63739,"functional needs repair"
36413,"functional needs repair"
27992,"functional needs repair"
45650,"functional needs repair"
63193,"functional needs repair"
69151,"functional needs repair"
26650,"functional needs repair"
51900,"functional needs repair"
16403,"non functional"
61742,"non functional"
33525,"functional needs repair"
32499,"non functional"
60050,"functional needs repair"
1543,"non functional"
26049,"functional"
1211,"functional needs repair"
63008,"functional needs repair"
19786,"functional needs repair"
63010,"functional"
56542,"functional needs repair"
1149,"functional needs repair"
32642,"non functional"
24548,"functional needs repair"
31159,"functional needs repair"
65746,"non functional"
54389,"functional needs repair"
53619,"functional needs repair"
37712,"functional needs repair"
45351,"functional needs repair"
18234,"functional needs repair"
63045,"functional needs repair"
45051,"functional needs repair"
43010,"functional needs repair"
53532,"functional"
45670,"functional needs repair"
16810,"functional needs repair"
63253,"functional needs repair"
55110,"non functional"
42752,"functional needs repair"
37309,"functional needs repair"
22788,"functional needs repair"
62318,"functional needs repair"
71262,"functional needs repair"
73283,"non functional"
16749,"functional needs repair"
65949,"functional"
1653,"functional needs repair"
42059,"non functional"
50906,"non functional"
40190,"non functional"
50336,"functional needs repair"
12020,"non functional"
56644,"functional needs repair"
50949,"functional"
39756,"functional needs repair"
62917,"functional needs repair"
34076,"functional needs repair"
36307,"functional needs repair"
50754,"functional needs repair"
54767,"non functional"
35685,"functional needs repair"
68667,"functional needs repair"
58714,"functional needs repair"
14418,"functional needs repair"
7914,"functional needs repair"
31467,"functional needs repair"
21916,"functional needs repair"
6396,"functional needs repair"
56228,"functional needs repair"
1458,"functional needs repair"
56149,"functional needs repair"
62306,"functional needs repair"
5143,"functional needs repair"
37213,"functional needs repair"
34595,"functional needs repair"
15981,"non functional"
19238,"functional needs repair"
54463,"functional"
53349,"functional needs repair"
4696,"non functional"
54663,"functional needs repair"
16949,"functional needs repair"
40895,"non functional"
42250,"functional"
9675,"functional needs repair"
50382,"functional needs repair"
15115,"functional needs repair"
73775,"functional needs repair"
2027,"functional needs repair"
11694,"functional needs repair"
67934,"functional needs repair"
56923,"non functional"
44371,"functional needs repair"
7978,"functional needs repair"
40196,"functional needs repair"
60758,"functional"
56308,"non functional"
27273,"functional needs repair"
16086,"functional needs repair"
33285,"functional needs repair"
63940,"non functional"
19839,"functional needs repair"
48337,"functional needs repair"
13562,"functional needs repair"
8778,"non functional"
37983,"functional needs repair"
71991,"functional needs repair"
52554,"functional needs repair"
7974,"functional needs repair"
26466,"functional needs repair"
2966,"functional"
15435,"functional needs repair"
65411,"functional needs repair"
14473,"functional needs repair"
49383,"non functional"
63681,"functional needs repair"
55898,"non functional"
10879,"functional needs repair"
8011,"functional"
43388,"non functional"
26423,"functional needs repair"
19940,"functional needs repair"
59374,"functional needs repair"
51191,"functional needs repair"
46502,"non functional"
18839,"functional needs repair"
71868,"functional needs repair"
23402,"functional needs repair"
57843,"functional"
32984,"functional needs repair"
21559,"functional needs repair"
66613,"functional needs repair"
25631,"non functional"
23823,"functional needs repair"
55223,"functional needs repair"
61902,"functional needs repair"
16845,"functional needs repair"
23676,"functional needs repair"
31662,"functional needs repair"
8450,"functional needs repair"
24733,"functional needs repair"
49198,"functional needs repair"
71291,"functional needs repair"
19277,"functional needs repair"
38710,"functional needs repair"
35699,"functional"
51114,"functional needs repair"
13971,"functional needs repair"
7134,"non functional"
50889,"functional needs repair"
63777,"functional needs repair"
49784,"functional"
70711,"functional needs repair"
45908,"functional needs repair"
8801,"functional needs repair"
34120,"non functional"
46118,"functional needs repair"
14711,"non functional"
61699,"functional needs repair"
10762,"functional"
70271,"functional needs repair"
68793,"functional needs repair"
62419,"functional needs repair"
7293,"functional needs repair"
23856,"functional needs repair"
41292,"functional needs repair"
11648,"functional needs repair"
58421,"non functional"
24709,"functional needs repair"
43869,"functional needs repair"
5527,"functional needs repair"
45462,"functional needs repair"
63012,"functional"
70191,"functional needs repair"
66194,"functional needs repair"
59349,"non functional"
44031,"non functional"
27596,"functional needs repair"
67690,"functional needs repair"
14339,"functional needs repair"
34429,"functional needs repair"
50923,"functional needs repair"
42973,"functional needs repair"
12372,"functional needs repair"
32998,"functional needs repair"
48183,"functional needs repair"
20178,"functional needs repair"
6213,"functional needs repair"
40520,"non functional"
19532,"functional needs repair"
41083,"functional needs repair"
50349,"functional needs repair"
44540,"functional"
10,"functional needs repair"
9864,"functional needs repair"
72487,"functional"
68186,"functional needs repair"
69949,"functional needs repair"
20191,"functional needs repair"
23621,"functional needs repair"
50360,"functional needs repair"
19567,"functional needs repair"
37692,"functional"
72519,"functional needs repair"
15829,"non functional"
35490,"functional"
70196,"functional needs repair"
69975,"functional needs repair"
74118,"functional needs repair"
43080,"functional needs repair"
70998,"non functional"
13035,"functional needs repair"
54117,"non functional"
26186,"functional needs repair"
6242,"functional needs repair"
36549,"functional needs repair"
16302,"non functional"
37568,"non functional"
42094,"functional needs repair"
27979,"functional"
42768,"functional needs repair"
51644,"functional needs repair"
30297,"functional needs repair"
46805,"functional"
24934,"functional needs repair"
61215,"functional needs repair"
45916,"functional needs repair"
49783,"functional needs repair"
23980,"functional needs repair"
29910,"functional needs repair"
28396,"non functional"
63785,"functional needs repair"
36788,"functional needs repair"
16528,"functional needs repair"
7713,"functional needs repair"
72843,"functional needs repair"
58683,"non functional"
66555,"non functional"
51012,"non functional"
26955,"functional needs repair"
51886,"functional needs repair"
12119,"functional"
27189,"non functional"
3719,"non functional"
895,"functional needs repair"
67830,"functional needs repair"
51242,"functional needs repair"
52440,"non functional"
26426,"functional needs repair"
73153,"functional needs repair"
51205,"functional needs repair"
30033,"non functional"
28124,"functional needs repair"
38541,"non functional"
72,"functional needs repair"
39772,"non functional"
65316,"functional needs repair"
22676,"functional needs repair"
31294,"non functional"
45076,"functional needs repair"
67709,"functional needs repair"
33112,"non functional"
28183,"functional needs repair"
8497,"functional needs repair"
29430,"non functional"
61752,"functional"
19422,"non functional"
16903,"functional needs repair"
963,"functional needs repair"
68008,"functional needs repair"
44308,"functional needs repair"
39294,"functional needs repair"
18719,"non functional"
63516,"functional needs repair"
32704,"functional"
67468,"functional needs repair"
34061,"functional needs repair"
71974,"functional"
59132,"functional needs repair"
60460,"functional needs repair"
48699,"functional needs repair"
68015,"functional needs repair"
57801,"functional needs repair"
16954,"functional needs repair"
5156,"functional needs repair"
58803,"non functional"
40126,"functional needs repair"
46598,"functional needs repair"
31818,"functional needs repair"
53429,"functional"
31155,"functional needs repair"
45435,"functional needs repair"
62699,"functional"
7233,"functional needs repair"
25166,"non functional"
26892,"functional needs repair"
57374,"functional needs repair"
14044,"functional needs repair"
45100,"functional needs repair"
63407,"functional needs repair"
49087,"non functional"
2876,"functional needs repair"
8510,"functional"
1163,"functional needs repair"
38903,"functional needs repair"
15342,"non functional"
59381,"functional needs repair"
38372,"functional needs repair"
16605,"functional needs repair"
10414,"functional needs repair"
55852,"functional needs repair"
19824,"functional needs repair"
4276,"functional needs repair"
73325,"functional needs repair"
58981,"functional needs repair"
28050,"non functional"
47842,"functional"
36471,"functional needs repair"
42072,"non functional"
45613,"functional needs repair"
15744,"functional needs repair"
8106,"functional needs repair"
22460,"non functional"
20063,"functional needs repair"
59768,"functional needs repair"
63293,"functional needs repair"
141,"functional needs repair"
6542,"functional needs repair"
15262,"functional needs repair"
4943,"non functional"
9111,"non functional"
50030,"functional needs repair"
6944,"functional needs repair"
61772,"functional needs repair"
48494,"functional needs repair"
26934,"functional needs repair"
34040,"functional needs repair"
61608,"functional needs repair"
69176,"functional needs repair"
64849,"functional needs repair"
19983,"functional needs repair"
64985,"functional needs repair"
29425,"non functional"
12881,"functional needs repair"
38052,"non functional"
29895,"non functional"
6333,"non functional"
7135,"functional needs repair"
13044,"non functional"
24832,"functional needs repair"
12883,"non functional"
66043,"non functional"
66724,"functional needs repair"
2043,"functional needs repair"
64545,"functional needs repair"
45525,"non functional"
16304,"non functional"
18548,"functional needs repair"
33577,"functional needs repair"
21813,"functional needs repair"
23524,"functional needs repair"
9174,"functional needs repair"
31827,"functional needs repair"
647,"functional needs repair"
70475,"functional needs repair"
14957,"functional needs repair"
65749,"functional needs repair"
47711,"non functional"
23988,"functional needs repair"
9321,"functional needs repair"
67072,"functional needs repair"
40945,"functional needs repair"
63507,"functional needs repair"
28438,"non functional"
37265,"functional needs repair"
65696,"functional needs repair"
3861,"functional needs repair"
68208,"non functional"
46929,"functional needs repair"
64228,"non functional"
37816,"functional needs repair"
31809,"functional needs repair"
18040,"functional needs repair"
8950,"non functional"
56229,"functional needs repair"
11859,"non functional"
31759,"non functional"
37125,"functional needs repair"
21961,"functional needs repair"
56601,"functional needs repair"
61269,"functional needs repair"
33277,"functional needs repair"
51021,"functional needs repair"
54626,"non functional"
19903,"non functional"
36017,"functional needs repair"
26830,"non functional"
57331,"non functional"
34553,"functional needs repair"
59843,"functional needs repair"
57575,"functional needs repair"
11335,"functional"
13145,"non functional"
42121,"non functional"
16940,"functional needs repair"
37477,"functional needs repair"
22727,"functional needs repair"
63598,"functional needs repair"
44353,"non functional"
53658,"functional needs repair"
19737,"non functional"
19990,"functional needs repair"
5237,"functional needs repair"
62222,"functional needs repair"
12902,"functional"
44967,"functional needs repair"
7937,"non functional"
32948,"functional needs repair"
55259,"non functional"
43985,"functional needs repair"
46924,"functional needs repair"
15678,"non functional"
69815,"functional needs repair"
25269,"functional needs repair"
25972,"non functional"
48697,"functional"
10525,"functional needs repair"
59333,"functional needs repair"
55988,"functional needs repair"
3949,"non functional"
61964,"functional needs repair"
155,"functional needs repair"
35257,"functional needs repair"
43066,"functional needs repair"
48024,"functional needs repair"
51224,"functional needs repair"
44891,"non functional"
55407,"non functional"
71866,"functional needs repair"
9734,"functional"
32113,"functional needs repair"
69770,"non functional"
18286,"functional"
63378,"functional needs repair"
38560,"functional needs repair"
35790,"functional needs repair"
14852,"non functional"
14114,"functional"
61376,"functional needs repair"
34424,"non functional"
13461,"non functional"
47223,"functional"
71048,"functional needs repair"
1781,"functional needs repair"
73317,"non functional"
58146,"non functional"
73438,"functional needs repair"
1822,"non functional"
53257,"functional"
56453,"functional needs repair"
685,"non functional"
44528,"functional needs repair"
29939,"functional needs repair"
21714,"functional needs repair"
37257,"functional needs repair"
49549,"functional needs repair"
8173,"non functional"
36382,"non functional"
28869,"non functional"
71500,"functional needs repair"
41699,"non functional"
63260,"functional needs repair"
64859,"functional needs repair"
5443,"functional needs repair"
4737,"functional needs repair"
47808,"functional needs repair"
992,"functional needs repair"
55002,"functional needs repair"
32467,"functional needs repair"
42660,"functional needs repair"
68458,"functional needs repair"
21711,"functional needs repair"
27953,"functional needs repair"
20344,"non functional"
36260,"functional"
12702,"functional needs repair"
21463,"functional needs repair"
66013,"non functional"
28849,"non functional"
67257,"functional needs repair"
63384,"functional needs repair"
71802,"functional needs repair"
60610,"functional needs repair"
31707,"functional needs repair"
39316,"functional needs repair"
43625,"functional needs repair"
26101,"functional needs repair"
7883,"functional needs repair"
64769,"functional needs repair"
39463,"functional"
74181,"functional needs repair"
73897,"functional needs repair"
74153,"functional needs repair"
33704,"functional needs repair"
17126,"functional needs repair"
47447,"functional needs repair"
51247,"non functional"
67533,"non functional"
6533,"functional needs repair"
14468,"non functional"
71872,"functional needs repair"
22342,"non functional"
4559,"functional needs repair"
26044,"functional needs repair"
12750,"non functional"
27398,"functional needs repair"
28874,"functional needs repair"
71495,"functional needs repair"
37808,"functional needs repair"
29509,"non functional"
15775,"non functional"
16117,"functional needs repair"
61746,"non functional"
3784,"functional needs repair"
61903,"non functional"
8142,"non functional"
26610,"functional needs repair"
11203,"non functional"
67195,"functional needs repair"
39860,"functional needs repair"
47437,"functional"
12399,"functional"
40888,"non functional"
63657,"functional needs repair"
70866,"functional"
63182,"functional needs repair"
34916,"functional"
37248,"functional needs repair"
48590,"functional needs repair"
68360,"functional needs repair"
53358,"functional needs repair"
69464,"functional needs repair"
24090,"functional needs repair"
17158,"functional needs repair"
48134,"functional"
31991,"non functional"
30548,"functional needs repair"
59607,"non functional"
68062,"functional needs repair"
72158,"functional needs repair"
33210,"functional needs repair"
51434,"non functional"
25649,"functional"
48561,"functional needs repair"
43678,"non functional"
1887,"functional needs repair"
37609,"functional needs repair"
12670,"functional needs repair"
20612,"functional"
51496,"functional needs repair"
51516,"functional needs repair"
64631,"functional"
61247,"functional"
2753,"functional needs repair"
10603,"functional needs repair"
30964,"functional needs repair"
64158,"functional needs repair"
27013,"functional needs repair"
34866,"non functional"
57067,"functional needs repair"
48499,"non functional"
27399,"functional needs repair"
47334,"functional needs repair"
46672,"functional needs repair"
17559,"non functional"
629,"functional needs repair"
36620,"functional needs repair"
59794,"functional needs repair"
6048,"functional needs repair"
34798,"functional needs repair"
46450,"non functional"
39612,"functional needs repair"
24083,"functional needs repair"
56047,"functional"
5456,"functional needs repair"
67961,"functional needs repair"
48719,"functional needs repair"
68999,"functional needs repair"
71751,"functional needs repair"
7084,"functional needs repair"
12644,"functional needs repair"
42842,"functional needs repair"
57583,"functional needs repair"
18171,"functional needs repair"
5316,"functional needs repair"
18945,"non functional"
19707,"functional"
70734,"functional needs repair"
11280,"functional needs repair"
69969,"functional needs repair"
10345,"non functional"
69992,"non functional"
13378,"functional needs repair"
60813,"functional needs repair"
24517,"functional needs repair"
67270,"functional needs repair"
35400,"functional"
13712,"functional needs repair"
53254,"functional needs repair"
68340,"non functional"
68714,"functional needs repair"
18944,"functional needs repair"
52114,"functional"
17597,"non functional"
60847,"functional needs repair"
34757,"functional"
39539,"non functional"
16799,"functional needs repair"
68112,"non functional"
52118,"functional"
20660,"functional needs repair"
65885,"functional needs repair"
21520,"functional needs repair"
31114,"functional needs repair"
22708,"non functional"
52296,"functional needs repair"
71498,"functional needs repair"
57034,"functional needs repair"
71733,"functional needs repair"
31417,"functional needs repair"
29958,"functional needs repair"
60931,"functional"
50205,"functional needs repair"
71233,"functional needs repair"
22586,"functional needs repair"
53543,"functional needs repair"
40813,"non functional"
35850,"functional needs repair"
27728,"non functional"
67323,"functional needs repair"
55713,"functional needs repair"
893,"functional needs repair"
28002,"functional needs repair"
31475,"non functional"
36465,"non functional"
63198,"functional needs repair"
32935,"functional needs repair"
27989,"functional needs repair"
45955,"functional needs repair"
31925,"functional needs repair"
4217,"functional needs repair"
55178,"functional needs repair"
16277,"functional needs repair"
42198,"functional needs repair"
67792,"non functional"
5026,"functional needs repair"
15902,"non functional"
62846,"functional needs repair"
63063,"non functional"
52959,"functional"
51817,"non functional"
43049,"functional needs repair"
1721,"functional needs repair"
23655,"functional needs repair"
50177,"functional"
68410,"functional needs repair"
47820,"non functional"
23638,"non functional"
52868,"non functional"
43194,"functional"
54800,"non functional"
53596,"non functional"
44296,"functional needs repair"
62012,"functional needs repair"
10798,"functional needs repair"
65548,"functional needs repair"
31089,"functional needs repair"
73977,"functional"
28997,"non functional"
37767,"functional needs repair"
73118,"functional needs repair"
21130,"functional needs repair"
24449,"functional needs repair"
33856,"functional needs repair"
44712,"functional"
61179,"functional needs repair"
63580,"functional needs repair"
56465,"functional needs repair"
43171,"functional needs repair"
807,"functional needs repair"
20734,"functional needs repair"
28158,"functional needs repair"
56363,"non functional"
25537,"functional needs repair"
66977,"non functional"
9326,"functional needs repair"
72109,"non functional"
35835,"functional needs repair"
8315,"functional needs repair"
36836,"non functional"
28577,"functional needs repair"
29624,"functional needs repair"
47343,"functional"
53401,"non functional"
37014,"non functional"
66226,"functional needs repair"
49776,"non functional"
56931,"non functional"
32462,"functional"
7515,"functional needs repair"
73360,"functional"
36248,"functional needs repair"
3703,"functional"
8812,"non functional"
52186,"functional needs repair"
10027,"non functional"
33735,"functional needs repair"
6647,"functional needs repair"
36752,"non functional"
70605,"non functional"
69208,"functional"
36961,"functional needs repair"
2723,"functional"
28460,"functional needs repair"
66744,"functional needs repair"
69098,"functional needs repair"
26020,"non functional"
18906,"non functional"
12740,"functional needs repair"
52397,"functional needs repair"
2150,"non functional"
16504,"non functional"
1499,"functional needs repair"
56965,"functional needs repair"
4261,"functional"
57140,"functional needs repair"
26347,"functional needs repair"
69863,"functional needs repair"
59024,"functional needs repair"
29550,"functional needs repair"
61105,"non functional"
48539,"non functional"
54504,"functional needs repair"
63512,"non functional"
34868,"functional needs repair"
8320,"non functional"
10202,"functional needs repair"
25264,"functional needs repair"
13089,"functional needs repair"
60120,"non functional"
64567,"functional needs repair"
1554,"functional needs repair"
71781,"functional needs repair"
1670,"functional needs repair"
56256,"functional needs repair"
34671,"functional needs repair"
51177,"functional needs repair"
44188,"functional"
6749,"functional needs repair"
20227,"functional needs repair"
26170,"functional"
24172,"non functional"
32509,"functional needs repair"
72369,"functional needs repair"
67946,"functional needs repair"
38173,"functional"
50822,"functional needs repair"
30825,"functional needs repair"
34789,"functional needs repair"
54878,"functional needs repair"
25800,"functional needs repair"
9048,"non functional"
7562,"functional needs repair"
10022,"functional"
63044,"functional needs repair"
59539,"functional"
35448,"functional needs repair"
6452,"functional needs repair"
4384,"functional needs repair"
50032,"functional needs repair"
21930,"functional needs repair"
41920,"functional"
14831,"functional needs repair"
6098,"functional needs repair"
34115,"functional"
72003,"non functional"
36604,"functional needs repair"
12107,"functional needs repair"
24493,"functional needs repair"
16531,"non functional"
15285,"functional needs repair"
20368,"functional needs repair"
7701,"functional needs repair"
30373,"functional needs repair"
2477,"non functional"
43670,"functional needs repair"
8625,"functional"
67852,"non functional"
39451,"functional needs repair"
5075,"functional needs repair"
46767,"functional needs repair"
49351,"functional"
56383,"functional needs repair"
22440,"non functional"
69629,"functional"
32730,"functional needs repair"
4263,"functional needs repair"
49706,"functional"
55186,"non functional"
34098,"functional needs repair"
5696,"functional"
39202,"functional needs repair"
58401,"functional needs repair"
8876,"functional needs repair"
59709,"functional needs repair"
69319,"functional needs repair"
55657,"functional needs repair"
39297,"functional"
19108,"functional needs repair"
17955,"functional needs repair"
23447,"non functional"
23933,"functional"
64327,"functional needs repair"
48534,"functional needs repair"
27275,"functional needs repair"
44938,"non functional"
54383,"functional needs repair"
23395,"functional needs repair"
40059,"functional needs repair"
37574,"functional needs repair"
35014,"functional needs repair"
70292,"functional needs repair"
14696,"functional needs repair"
68206,"functional needs repair"
53852,"non functional"
49737,"functional"
57612,"functional needs repair"
14716,"functional needs repair"
25789,"non functional"
22947,"functional needs repair"
42080,"functional"
37336,"functional needs repair"
309,"functional needs repair"
29925,"functional needs repair"
53896,"functional"
36690,"functional needs repair"
66815,"functional needs repair"
14684,"functional needs repair"
67935,"functional"
48724,"functional needs repair"
60341,"functional needs repair"
33720,"functional needs repair"
6820,"non functional"
15885,"functional"
40080,"non functional"
34738,"functional needs repair"
51308,"functional needs repair"
21718,"functional needs repair"
4969,"functional needs repair"
28561,"functional needs repair"
32841,"functional needs repair"
50452,"functional needs repair"
27481,"non functional"
7734,"non functional"
4073,"non functional"
4979,"functional"
21178,"functional needs repair"
29342,"functional needs repair"
56098,"functional needs repair"
64335,"functional needs repair"
20553,"functional needs repair"
39829,"functional needs repair"
68068,"functional needs repair"
65422,"functional needs repair"
27612,"functional"
46831,"functional needs repair"
69275,"functional needs repair"
35309,"functional needs repair"
54588,"functional needs repair"
44245,"functional needs repair"
1814,"non functional"
32001,"non functional"
5051,"non functional"
36777,"non functional"
23967,"non functional"
60695,"functional needs repair"
35148,"functional needs repair"
12738,"functional needs repair"
71944,"functional needs repair"
34997,"functional needs repair"
52598,"functional"
36749,"functional needs repair"
45600,"functional needs repair"
66990,"functional needs repair"
18921,"functional needs repair"
37356,"non functional"
58,"functional needs repair"
2782,"functional needs repair"
3121,"functional needs repair"
68176,"functional needs repair"
63904,"functional needs repair"
31712,"functional needs repair"
64884,"functional needs repair"
72931,"functional needs repair"
13671,"functional needs repair"
40406,"functional needs repair"
55418,"non functional"
17463,"functional needs repair"
5389,"functional needs repair"
65507,"functional needs repair"
43276,"functional needs repair"
41495,"functional needs repair"
69853,"functional needs repair"
5371,"functional needs repair"
26511,"non functional"
69359,"functional needs repair"
26150,"functional needs repair"
39377,"functional needs repair"
57930,"non functional"
16562,"functional needs repair"
61531,"non functional"
22439,"functional needs repair"
2999,"functional needs repair"
16841,"non functional"
60305,"functional needs repair"
60381,"functional needs repair"
10455,"functional needs repair"
27098,"functional needs repair"
2371,"functional needs repair"
41127,"functional needs repair"
28373,"non functional"
45393,"functional needs repair"
67071,"functional needs repair"
49869,"functional needs repair"
22351,"functional needs repair"
34038,"functional needs repair"
44723,"functional needs repair"
60154,"functional needs repair"
1942,"functional needs repair"
10257,"functional needs repair"
12205,"functional"
55314,"functional needs repair"
23061,"functional needs repair"
55893,"functional needs repair"
48904,"non functional"
4546,"functional needs repair"
39558,"functional needs repair"
49653,"functional needs repair"
39155,"functional needs repair"
13072,"functional needs repair"
12106,"functional needs repair"
4207,"functional needs repair"
24327,"functional needs repair"
49540,"functional needs repair"
41080,"functional needs repair"
6189,"non functional"
32663,"functional needs repair"
64314,"functional needs repair"
39791,"non functional"
